Chr1plus	33621	33692	+	Chr1plus_33621_33692	A3SS	gene	Pa_1_970.G
Chr1plus	101136	101197	-	Chr1plus_101136_101197	A3SS	gene	Pa_1_698.G
Chr1plus	102750	102814	-	Chr1plus_102750_102814	A3SS	gene	Pa_1_690.G
Chr1plus	108123	108194	-	Chr1plus_108123_108194	A3SS	gene	Pa_1_675.G
Chr1plus	108859	108934	+	Chr1plus_108859_108934	A3SS	gene	Pa_1_660.G
Chr1plus	129059	129134	+	Chr1plus_129059_129134	A5SS	gene	Pa_1_610.G
Chr1plus	129068	129134	+	Chr1plus_129068_129134	A5SS	gene	Pa_1_610.G
Chr1plus	180795	180866	-	Chr1plus_180795_180866	A5SS	gene	Pa_1_445.G
Chr1plus	184371	184428	-	Chr1plus_184371_184428	A5SS	gene	Pa_1_430.G
Chr1plus	185458	185540	-	Chr1plus_185458_185540	A3SS	gene	Pa_1_420.G
Chr1plus	228390	228439	-	Chr1plus_228390_228439	A3SS	gene	Pa_1_292.G
Chr1plus	233696	233759	-	Chr1plus_233696_233759	A5SS	gene	Pa_1_278.G
Chr1plus	236851	236907	-	Chr1plus_236851_236907	A3SS	gene	Pa_1_270.G
Chr1plus	314910	314974	+	Chr1plus_314910_314974	A3SS	gene	Pa_1_75.G
Chr1plus	381769	381833	-	Chr1plus_381769_381833	A3SS	gene	Pa_1_1120.G
Chr1plus	415969	416078	+	Chr1plus_415969_416078	A5SS	gene	Pa_1_1230.G
Chr1plus	425343	425450	-	Chr1plus_425343_425450	A5SS	gene	Pa_1_1270.G
Chr1plus	431214	431409	+	Chr1plus_431214_431409	ES	gene	Pa_1_1290.G
Chr1plus	431214	431291	+	Chr1plus_431214_431291	A3SS	gene	Pa_1_1290.G
Chr1plus	431321	431409	+	Chr1plus_431321_431409	A5SS	gene	Pa_1_1290.G
Chr1plus	431358	431409	+	Chr1plus_431358_431409	A5SS	gene	Pa_1_1290.G
Chr1plus	562979	563058	+	Chr1plus_562979_563058	A3SS	gene	Pa_1_1660.G
Chr1plus	577723	577789	-	Chr1plus_577723_577789	A3SS	gene	Pa_1_1710.G
Chr1plus	676784	677151	+	Chr1plus_676784_677151	A5SS	gene	Pa_1_1940.G
Chr1plus	751504	751709	-	Chr1plus_751504_751709	ES	gene	Pa_1_2110.G
Chr1plus	775826	775910	+	Chr1plus_775826_775910	A5SS	gene	Pa_1_2190.G
Chr1plus	798327	798584	+	Chr1plus_798327_798584	A3SS	gene	Pa_1_2243.G
Chr1plus	803027	803087	-	Chr1plus_803027_803087	A3SS	gene	Pa_1_2250.G
Chr1plus	811082	811132	-	Chr1plus_811082_811132	A5SS	gene	Pa_1_2280.G
Chr1plus	811087	811136	-	Chr1plus_811087_811136	A3SS	gene	Pa_1_2280.G
Chr1plus	824889	824954	-	Chr1plus_824889_824954	A3SS	gene	Pa_1_2310.G
Chr1plus	904931	905010	-	Chr1plus_904931_905010	A3SS	gene	Pa_1_2495.G
Chr1plus	907033	907095	+	Chr1plus_907033_907095	A3SS	gene	Pa_1_2500.G
Chr1plus	907033	907098	+	Chr1plus_907033_907098	A3SS	gene	Pa_1_2500.G
Chr1plus	922611	922674	+	Chr1plus_922611_922674	A3SS	gene	Pa_1_2570.G
Chr1plus	926134	926187	-	Chr1plus_926134_926187	A5SS	gene	Pa_1_2580.G
Chr1plus	926373	926455	-	Chr1plus_926373_926455	A3SS	gene	Pa_1_2580.G
Chr1plus	928062	928121	+	Chr1plus_928062_928121	A5SS	gene	Pa_1_2590.G
Chr1plus	973714	973779	-	Chr1plus_973714_973779	A5SS	gene	Pa_1_2690.G
Chr1plus	1008436	1008544	+	Chr1plus_1008436_1008544	A3SS	gene	Pa_1_2800.G
Chr1plus	1022294	1022358	-	Chr1plus_1022294_1022358	A5SS	gene	Pa_1_2860.G
Chr1plus	1034782	1034847	-	Chr1plus_1034782_1034847	A5SS	gene	Pa_1_2870.G
Chr1plus	1034902	1034960	-	Chr1plus_1034902_1034960	A3SS	gene	Pa_1_2870.G
Chr1plus	1079286	1079356	+	Chr1plus_1079286_1079356	A5SS	gene	Pa_1_2980.G
Chr1plus	1081468	1081533	-	Chr1plus_1081468_1081533	A5SS	gene	Pa_1_2985.G
Chr1plus	1098447	1098534	-	Chr1plus_1098447_1098534	A5SS	gene	Pa_1_3020.G
Chr1plus	1099658	1099987	-	Chr1plus_1099658_1099987	A5SS	gene	Pa_1_3030.G
Chr1plus	1099658	1099755	-	Chr1plus_1099658_1099755	A5SS	gene	Pa_1_3030.G
Chr1plus	1138284	1138338	+	Chr1plus_1138284_1138338	A3SS	gene	Pa_1_3130.G
Chr1plus	1138475	1138553	+	Chr1plus_1138475_1138553	A5SS	gene	Pa_1_3130.G
Chr1plus	1187938	1187990	+	Chr1plus_1187938_1187990	A5SS	gene	Pa_1_3280.G
Chr1plus	1193209	1193268	+	Chr1plus_1193209_1193268	A3SS	gene	Pa_1_3290.G
Chr1plus	1198529	1198587	+	Chr1plus_1198529_1198587	A5SS	gene	Pa_1_3320.G
Chr1plus	1211247	1211298	+	Chr1plus_1211247_1211298	A5SS	gene	Pa_1_3360.G
Chr1plus	1211358	1211408	+	Chr1plus_1211358_1211408	A3SS	gene	Pa_1_3360.G
Chr1plus	1260774	1260902	-	Chr1plus_1260774_1260902	A3SS	gene	Pa_1_3430.G
Chr1plus	1276653	1277394	-	Chr1plus_1276653_1277394	A3SS	gene	Pa_1_3470.G
Chr1plus	1280548	1280597	-	Chr1plus_1280548_1280597	A3SS	gene	Pa_1_3482.G
Chr1plus	1307373	1307431	+	Chr1plus_1307373_1307431	A3SS	gene	Pa_1_3560.G
Chr1plus	1307549	1307666	+	Chr1plus_1307549_1307666	A3SS	gene	Pa_1_3560.G
Chr1plus	1314279	1314346	+	Chr1plus_1314279_1314346	A3SS	gene	Pa_1_3590.G
Chr1plus	1364773	1364831	+	Chr1plus_1364773_1364831	A3SS	gene	Pa_1_3740.G
Chr1plus	1378451	1378594	-	Chr1plus_1378451_1378594	A3SS	gene	Pa_1_3770.G
Chr1plus	1396800	1396857	-	Chr1plus_1396800_1396857	A5SS	gene	Pa_1_3840.G
Chr1plus	1412873	1412920	+	Chr1plus_1412873_1412920	A3SS	gene	Pa_1_3870.G
