Chr1plus	36197	36271	-	Chr1plus_36197_36271	Chr1plus_36197	Chr1plus_36271	Pa-nTARs_1_2
Chr1plus	191121	191180	-	Chr1plus_191121_191180	Chr1plus_191121	Chr1plus_191180	Pa-nTARs_1_7
Chr1plus	191472	191525	-	Chr1plus_191472_191525	Chr1plus_191472	Chr1plus_191525	Pa-nTARs_1_7
Chr1plus	244510	244561	+	Chr1plus_244510_244561	Chr1plus_244510	Chr1plus_244561	Pa-nTARs_1_10
Chr1plus	272744	272806	-	Chr1plus_272744_272806	Chr1plus_272744	Chr1plus_272806	Pa-nTARs_1_13
Chr1plus	388118	388169	+	Chr1plus_388118_388169	Chr1plus_388118	Chr1plus_388169	Pa-nTARs_1_15
Chr1plus	388114	388169	+	Chr1plus_388114_388169	Chr1plus_388114	Chr1plus_388169	Pa-nTARs_1_15
Chr1plus	429729	429814	-	Chr1plus_429729_429814	Chr1plus_429729	Chr1plus_429814	Pa-nTARs_1_16
Chr1plus	547721	547775	-	Chr1plus_547721_547775	Chr1plus_547721	Chr1plus_547775	Pa-nTARs_1_23
Chr1plus	549178	549230	+	Chr1plus_549178_549230	Chr1plus_549178	Chr1plus_549230	Pa-nTARs_1_23
Chr1plus	681255	681335	-	Chr1plus_681255_681335	Chr1plus_681255	Chr1plus_681335	Pa-nTARs_1_28
Chr1plus	681539	681612	-	Chr1plus_681539_681612	Chr1plus_681539	Chr1plus_681612	Pa-nTARs_1_28
Chr1plus	715790	715878	+	Chr1plus_715790_715878	Chr1plus_715790	Chr1plus_715878	Pa-nTARs_1_30
Chr1plus	716641	716933	+	Chr1plus_716641_716933	Chr1plus_716641	Chr1plus_716933	Pa-nTARs_1_31
Chr1plus	716852	716936	+	Chr1plus_716852_716936	Chr1plus_716852	Chr1plus_716936	Pa-nTARs_1_31
Chr1plus	840909	841168	+	Chr1plus_840909_841168	Chr1plus_840909	Chr1plus_841168	Pa-nTARs_1_35
Chr1plus	864939	864998	+	Chr1plus_864939_864998	Chr1plus_864939	Chr1plus_864998	Pa-nTARs_1_36
Chr1plus	880041	880285	+	Chr1plus_880041_880285	Chr1plus_880041	Chr1plus_880285	Pa-nTARs_1_37
Chr1plus	949677	949724	-	Chr1plus_949677_949724	Chr1plus_949677	Chr1plus_949724	Pa-nTARs_1_38
Chr1plus	955331	955391	-	Chr1plus_955331_955391	Chr1plus_955331	Chr1plus_955391	Pa-nTARs_1_40
Chr1plus	955331	955405	-	Chr1plus_955331_955405	Chr1plus_955331	Chr1plus_955405	Pa-nTARs_1_40
Chr1plus	955331	955414	-	Chr1plus_955331_955414	Chr1plus_955331	Chr1plus_955414	Pa-nTARs_1_40
Chr1plus	958154	958206	+	Chr1plus_958154_958206	Chr1plus_958154	Chr1plus_958206	Pa-nTARs_1_41
Chr1plus	958149	958206	+	Chr1plus_958149_958206	Chr1plus_958149	Chr1plus_958206	Pa-nTARs_1_41
Chr1plus	958711	959024	+	Chr1plus_958711_959024	Chr1plus_958711	Chr1plus_959024	Pa-nTARs_1_41
Chr1plus	958727	958791	+	Chr1plus_958727_958791	Chr1plus_958727	Chr1plus_958791	Pa-nTARs_1_41
Chr1plus	958727	958837	+	Chr1plus_958727_958837	Chr1plus_958727	Chr1plus_958837	Pa-nTARs_1_41
Chr1plus	958943	959024	+	Chr1plus_958943_959024	Chr1plus_958943	Chr1plus_959024	Pa-nTARs_1_41
Chr1plus	959688	959752	-	Chr1plus_959688_959752	Chr1plus_959688	Chr1plus_959752	Pa-nTARs_1_41
Chr1plus	1016052	1016116	+	Chr1plus_1016052_1016116	Chr1plus_1016052	Chr1plus_1016116	Pa-nTARs_1_43
Chr1plus	1026478	1026543	+	Chr1plus_1026478_1026543	Chr1plus_1026478	Chr1plus_1026543	Pa-nTARs_1_44
Chr1plus	1074513	1074783	+	Chr1plus_1074513_1074783	Chr1plus_1074513	Chr1plus_1074783	Pa-nTARs_1_49
Chr1plus	1139792	1139861	+	Chr1plus_1139792_1139861	Chr1plus_1139792	Chr1plus_1139861	Pa-nTARs_1_53
Chr1plus	1145021	1145078	+	Chr1plus_1145021_1145078	Chr1plus_1145021	Chr1plus_1145078	Pa-nTARs_1_55
Chr1plus	1165554	1165624	-	Chr1plus_1165554_1165624	Chr1plus_1165554	Chr1plus_1165624	Pa-nTARs_1_57
Chr1plus	1165692	1165741	-	Chr1plus_1165692_1165741	Chr1plus_1165692	Chr1plus_1165741	Pa-nTARs_1_57
Chr1plus	1256332	1256401	+	Chr1plus_1256332_1256401	Chr1plus_1256332	Chr1plus_1256401	Pa-nTARs_1_61
Chr1plus	1302950	1303025	-	Chr1plus_1302950_1303025	Chr1plus_1302950	Chr1plus_1303025	Pa-nTARs_1_63
Chr1plus	1353072	1353124	+	Chr1plus_1353072_1353124	Chr1plus_1353072	Chr1plus_1353124	Pa-nTARs_1_64
Chr1plus	1361041	1361243	-	Chr1plus_1361041_1361243	Chr1plus_1361041	Chr1plus_1361243	Pa-nTARs_1_65
Chr1plus	1446183	1446314	+	Chr1plus_1446183_1446314	Chr1plus_1446183	Chr1plus_1446314	Pa-nTARs_1_67
Chr1plus	1514018	1514092	+	Chr1plus_1514018_1514092	Chr1plus_1514018	Chr1plus_1514092	Pa-nTARs_1_69
Chr1plus	1584976	1585057	-	Chr1plus_1584976_1585057	Chr1plus_1584976	Chr1plus_1585057	Pa-nTARs_1_74
Chr1plus	1585627	1585721	-	Chr1plus_1585627_1585721	Chr1plus_1585627	Chr1plus_1585721	Pa-nTARs_1_74
Chr1plus	1585627	1585683	-	Chr1plus_1585627_1585683	Chr1plus_1585627	Chr1plus_1585683	Pa-nTARs_1_74
Chr1plus	1585810	1585898	-	Chr1plus_1585810_1585898	Chr1plus_1585810	Chr1plus_1585898	Pa-nTARs_1_74
Chr1plus	1607969	1608067	+	Chr1plus_1607969_1608067	Chr1plus_1607969	Chr1plus_1608067	Pa-nTARs_1_75
Chr1plus	1668221	1668288	+	Chr1plus_1668221_1668288	Chr1plus_1668221	Chr1plus_1668288	Pa-nTARs_1_77
Chr1plus	1724680	1724734	-	Chr1plus_1724680_1724734	Chr1plus_1724680	Chr1plus_1724734	Pa-nTARs_1_79
